session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id,disclosure_group
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,6,2909,6954,16.0,588.75,37,12.0,24.0,2273,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1376,2541,22.5,670.0,37,22.5,45.0,2282,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,10,6707,3105,20.0,431.75,37,20.0,40.0,2271,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,7,4359,8333,11.25,504.5,37,8.25,16.5,2274,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,6,1274,8945,16.75,646.25,37,12.75,25.5,2277,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,812,1975,25.0,679.25,37,25.0,50.0,2280,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,0,2153,3437,15.0,480.0,37,5.0,10.0,2270,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,3429,4715,25.0,714.5,37,25.0,50.0,2279,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,19.0,527.5,37,15.0,30.0,2276,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,6845,7209,13.0,505.5,37,3.0,6.0,2285,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1735,2180,12.5,734.5,37,12.5,25.0,2278,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,3231,2289,25.0,653.25,37,25.0,50.0,2283,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,6,-1,-1,16.75,559.75,37,12.75,25.5,2269,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,8,1890,1939,24.5,635.75,37,22.5,45.0,2282,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,7,3547,9742,15.75,480.25,37,12.75,25.5,2277,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,-1,-1,-1,-1,-1.0,0.0,37,-1.0,-1.0,2275,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,6,-1,-1,10.75,379.25,37,6.75,13.5,2272,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,4,3140,6157,11.0,625.5,37,5.0,10.0,2270,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,8511,3072,22.5,495.5,37,12.5,25.0,2278,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,3,2600,3678,13.75,484.0,37,6.75,13.5,2272,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,-1,-1,-1,-1,-1.0,0.0,37,-1.0,-1.0,2275,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,10,3063,5056,25.0,722.75,37,25.0,50.0,2280,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,10,2347,2601,12.5,654.75,37,12.5,25.0,2281,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,16.0,378.5,37,12.0,24.0,2273,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,5,794,3464,15.5,494.75,37,10.5,21.0,2286,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,7,2903,2989,15.75,494.75,37,12.75,25.5,2269,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,0,2342,2265,22.5,542.25,37,12.5,25.0,2281,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,4,966,3414,11.0,728.0,38,5.0,10.0,2303,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,1465,3084,25.0,696.0,38,25.0,50.0,2295,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,10,1345,4826,15.0,711.5,38,15.0,30.0,2302,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1906,4309,25.0,665.5,38,25.0,50.0,2298,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,6,2783,2441,13.75,478.75,38,9.75,19.5,2293,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,2093,2944,13.75,487.25,38,3.75,7.5,2300,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,2,876,3209,15.75,463.75,38,7.75,15.5,2301,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,3224,2319,20.0,496.25,38,20.0,40.0,2297,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,9,3775,5745,16.5,487.0,38,15.5,31.0,2291,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,10,1703,4501,25.0,613.75,38,25.0,50.0,2295,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,5,3708,9182,12.75,682.75,38,7.75,15.5,2301,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,2,1.5,1,10,8485,2209,7.5,439.25,38,7.5,15.0,2294,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,6,3298,3794,16.0,520.5,38,12.0,24.0,2292,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,7,3443,3853,18.5,664.75,38,15.5,31.0,2291,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1296,1679,25.0,704.25,38,25.0,50.0,2296,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,7,2151,3326,12.75,492.75,38,9.75,19.5,2293,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1405,5074,25.0,739.5,38,25.0,50.0,2299,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,-1,-1,-1,-1,-1.0,0.0,38,-1.0,-1.0,2287,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,1183,3729,13.75,519.25,38,3.75,7.5,2304,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,1483,2430,25.0,759.5,38,25.0,50.0,2299,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,1830,2022,25.0,678.25,38,25.0,50.0,2298,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,1,6,-1,-1,16.0,575.75,38,12.0,24.0,2292,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,10,1434,2555,25.0,660.75,38,25.0,50.0,2296,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,9,2496,7658,10.0,490.25,38,9.0,18.0,2290,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,-1,-1,-1,-1,-1.0,0.0,38,-1.0,-1.0,2289,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,-1,-1,-1,-1,-1.0,0.0,38,-1.0,-1.0,2287,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,0,3029,7284,17.5,643.0,38,7.5,15.0,2294,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,5,2326,14623,8.75,504.25,38,3.75,7.5,2304,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,1910,4453,16.0,500.0,38,9.0,18.0,2290,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,16.0,364.0,38,12.0,24.0,2288,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,3594,2360,20.0,742.75,38,20.0,40.0,2297,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,2,1002,1396,23.0,677.75,38,15.0,30.0,2302,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,-1,-1,-1,-1,-1.0,0.0,38,-1.0,-1.0,2289,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,5,1189,2616,8.75,503.5,38,3.75,7.5,2300,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,10,3146,4132,12.0,506.75,38,12.0,24.0,2288,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,0,2037,3742,15.0,557.25,38,5.0,10.0,2303,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,2,2.5,1,0,1240,5199,10.0,738.0,39,0.0,0.0,2317,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,2,2.5,1,10,6107,5390,17.75,713.75,39,17.75,35.5,2307,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,8,1982,5442,24.5,736.0,39,22.5,45.0,2314,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,2,2.5,1,10,4053,6050,20.0,685.5,39,20.0,40.0,2319,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,7,2340,1898,10.5,489.25,39,7.5,15.0,2310,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,3804,3277,13.0,500.25,39,3.0,6.0,2315,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,2,897,2592,22.0,485.75,39,14.0,28.0,2316,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,1,1.5,1,10,2259,2895,20.0,516.25,39,20.0,40.0,2319,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,1,1.5,1,7,3227,4087,13.5,500.5,39,10.5,21.0,2313,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,10,1567,3818,21.25,635.0,39,21.25,42.5,2305,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,10,2114,5821,14.75,697.5,39,14.75,29.5,2320,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,0,10005,2700,12.25,451.5,39,2.25,4.5,2311,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,3,2528,3237,14.5,535.0,39,7.5,15.0,2310,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,6,3160,10420,16.75,681.5,39,12.75,25.5,2309,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1415,2519,22.5,726.75,39,22.5,45.0,2314,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,5,5834,2929,14.75,507.5,39,9.75,19.5,2308,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,8,2910,2663,12.0,751.5,39,10.0,20.0,2322,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,7,-1,-1,19.25,546.75,39,16.25,32.5,2306,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,1,1.5,1,0,3055,6048,10.0,529.25,39,0.0,0.0,2317,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1388,2424,14.0,773.5,39,14.0,28.0,2316,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,1543,3168,25.0,703.25,39,25.0,50.0,2321,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,7,-1,-1,24.25,600.0,39,21.25,42.5,2305,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,10,1583,2415,22.5,683.25,39,22.5,45.0,2318,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,1,10,2997,6878,16.25,506.5,39,16.25,32.5,2306,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,7,-1,-1,24.25,566.0,39,21.25,42.5,2312,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,7,-1,-1,13.5,392.75,39,10.5,21.0,2313,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,10,4101,6458,21.25,664.25,39,21.25,42.5,2312,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,1928,2988,20.0,524.25,39,10.0,20.0,2322,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,2342,2333,9.25,509.25,39,2.25,4.5,2311,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,1,7,-1,-1,20.75,384.75,39,17.75,35.5,2307,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,1,2.5,1,10,1109,2167,25.0,767.75,39,25.0,50.0,2321,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,8,1147,6806,24.5,702.25,39,22.5,45.0,2318,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,7,-1,-1,15.75,394.25,39,12.75,25.5,2309,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,3,605,2281,21.75,525.25,39,14.75,29.5,2320,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,2,1.5,1,8,4544,3022,11.75,518.5,39,9.75,19.5,2308,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,4,2691,3292,9.0,566.25,39,3.0,6.0,2315,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,0,944,2893,10.0,748.0,40,0.0,0.0,2334,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,3499,5178,17.0,730.75,40,17.0,34.0,2329,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,6,1419,3905,17.5,753.5,40,13.5,27.0,2332,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,2639,3758,25.0,710.5,40,25.0,50.0,2338,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,6,1722,4260,8.5,497.75,40,4.5,9.0,2328,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,3383,3108,10.0,510.25,40,0.0,0.0,2337,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,4,912,2022,12.75,498.5,40,6.75,13.5,2333,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,1372,2793,16.25,532.5,40,16.25,32.5,2335,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,10,3476,4873,7.5,508.0,40,7.5,15.0,2325,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,0,4361,6429,14.5,649.5,40,4.5,9.0,2328,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,0,1051,5027,10.0,707.5,40,0.0,0.0,2337,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,0,3417,2617,15.25,466.75,40,5.25,10.5,2324,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,10,3287,3537,9.75,544.75,40,9.75,19.5,2331,1
7z3ijibl,0,60a1516dc132822469f45c55,14,1,2.5,1,6,10629,8369,13.0,694.5,40,9.0,18.0,2327,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,1,2.5,1,7,2025,4235,19.25,746.0,40,16.25,32.5,2335,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,2,2619,3844,17.0,524.5,40,9.0,18.0,2327,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,0,1476,2341,12.25,763.75,40,2.25,4.5,2340,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,1,2.5,-1,-1,-1,-1,-1.0,0.0,40,-1.0,-1.0,2330,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,3254,5681,10.0,539.25,40,0.0,0.0,2334,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,2191,2675,25.0,798.5,40,25.0,50.0,2338,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,1497,1925,25.0,728.25,40,25.0,50.0,2339,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,2,2.5,-1,-1,-1,-1,-1.0,0.0,40,-1.0,-1.0,2326,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,9,2083,3399,24.75,708.0,40,23.75,47.5,2336,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,7,4343,4396,8.25,514.75,40,5.25,10.5,2324,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,-1,-1,-1,-1,-1.0,0.0,40,-1.0,-1.0,2330,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,-1,-1,-1,-1,-1.0,0.0,40,-1.0,-1.0,2326,1
7z3ijibl,0,5cd7e678df739100011b1839,27,1,2.5,1,0,3491,6227,17.5,681.75,40,7.5,15.0,2325,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,5,1735,2897,11.75,536.0,40,6.75,13.5,2333,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,3,1700,3312,16.75,526.0,40,9.75,19.5,2331,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,6,-1,-1,14.5,399.25,40,10.5,21.0,2323,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,2193,2777,23.75,791.5,40,23.75,47.5,2336,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,10,1268,2348,25.0,727.25,40,25.0,50.0,2339,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,6,-1,-1,21.0,415.25,40,17.0,34.0,2329,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,2,1.5,1,3,1952,7000,9.25,534.5,40,2.25,4.5,2340,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,8,4037,4663,12.5,531.0,40,10.5,21.0,2323,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,2,1.5,1,8,2083,4852,15.5,581.75,40,13.5,27.0,2332,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,0,2597,3815,22.5,770.5,41,12.5,25.0,2352,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,1025,5045,22.5,753.25,41,22.5,45.0,2346,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,1,2.5,1,6,1955,2036,19.0,772.5,41,15.0,30.0,2353,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,1570,5130,25.0,735.5,41,25.0,50.0,2350,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,1,1.5,1,4,1206,2032,15.25,513.0,41,9.25,18.5,2349,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,1,1.5,1,0,2158,3416,22.5,532.75,41,12.5,25.0,2354,2
7z3ijibl,1,57843b986475d400015a8e45,7,2,1.5,1,2,5074,2352,22.0,520.5,41,14.0,28.0,2351,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,3025,2881,15.0,547.5,41,15.0,30.0,2353,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,7,2454,4239,8.25,516.25,41,5.25,10.5,2344,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,1,2.5,1,0,3129,12176,13.75,663.25,41,3.75,7.5,2343,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,2,2.5,1,10,1514,2657,12.5,720.0,41,12.5,25.0,2355,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,0,10779,4168,15.25,482.0,41,5.25,10.5,2344,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,1,1.5,1,9,4698,2379,14.0,558.75,41,13.0,26.0,2347,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,0,8,1307,2966,24.5,719.0,41,22.5,45.0,2346,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1350,2982,12.5,758.5,41,12.5,25.0,2356,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,1,1.5,1,7,1445,2431,12.0,536.5,41,9.0,18.0,2342,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,2,2.5,1,10,1097,2249,25.0,788.75,41,25.0,50.0,2350,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,5,-1,-1,12.75,559.5,41,7.75,15.5,2341,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,4004,5352,12.25,551.5,41,2.25,4.5,2358,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,1,2.5,1,10,1452,2016,25.0,823.5,41,25.0,50.0,2357,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,1,2.5,1,10,5054,3848,14.0,742.25,41,14.0,28.0,2351,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,5,-1,-1,11.25,611.25,41,6.25,12.5,2348,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,2,2.5,1,10,1821,4408,12.5,720.5,41,12.5,25.0,2352,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,2,1.5,1,0,3144,6054,16.25,531.0,41,6.25,12.5,2348,1
7z3ijibl,1,60185125a263080a4243e740,25,2,2.5,1,5,-1,-1,14.25,580.25,41,9.25,18.5,2349,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,2,1.5,1,5,-1,-1,14.0,406.75,41,9.0,18.0,2342,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,5,3585,6989,18.0,699.75,41,13.0,26.0,2347,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,1606,2728,22.5,558.5,41,12.5,25.0,2356,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,1,1.5,1,2,2080,3228,15.75,541.75,41,7.75,15.5,2341,1
7z3ijibl,1,607c788174ef9ae298722d37,30,2,1.5,1,5,-1,-1,12.5,411.75,41,7.5,15.0,2345,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1575,2218,12.5,804.0,41,12.5,25.0,2354,2
7z3ijibl,1,5f52237276d614488e847c1b,32,2,2.5,1,10,1536,2710,25.0,752.25,41,25.0,50.0,2357,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,2,1.5,1,5,-1,-1,8.75,424.0,41,3.75,7.5,2343,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,3,1665,4118,9.25,543.75,41,2.25,4.5,2358,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,5,4193,5262,12.5,543.5,41,7.5,15.0,2345,1
7z3ijibl,1,5a94a2b24eecca0001dd3c43,36,1,1.5,1,0,2230,3152,22.5,604.25,41,12.5,25.0,2355,2
7z3ijibl,1,576597499dcd970001dbdbe5,1,1,2.5,1,0,923,2404,17.5,788.0,42,7.5,15.0,2374,2
7z3ijibl,0,60a90be1be2d42fba2368523,2,1,2.5,1,10,1588,3445,25.0,778.25,42,25.0,50.0,2360,1
7z3ijibl,1,5ce19c2090d2dc0015f86ca7,3,2,2.5,1,6,1892,2574,11.5,784.0,42,7.5,15.0,2372,2
7z3ijibl,1,5be03bf177e0190001b4ad0a,4,1,2.5,1,10,2299,3422,25.0,760.5,42,25.0,50.0,2375,2
7z3ijibl,0,5fbab1b8266280ad6e6e13c7,5,2,1.5,1,4,1168,5032,13.5,526.5,42,7.5,15.0,2359,1
7z3ijibl,1,581ccd016c73180001fa5b2a,6,2,1.5,1,10,2338,5956,7.5,540.25,42,7.5,15.0,2374,2
7z3ijibl,1,57843b986475d400015a8e45,7,1,1.5,1,2,1709,2696,17.0,537.5,42,9.0,18.0,2376,2
7z3ijibl,1,5eea1be10e95520beb9fa654,8,2,1.5,1,10,1336,2337,9.0,556.5,42,9.0,18.0,2376,2
7z3ijibl,0,5c0873675b32d500012e3f2c,9,2,1.5,1,6,3592,4671,13.0,529.25,42,9.0,18.0,2361,1
7z3ijibl,0,607c8faf6d8e98b09d585eb3,10,2,2.5,1,10,4567,3538,20.0,683.25,42,20.0,40.0,2362,1
7z3ijibl,1,5f5aa7a073b8271a0ab0947c,11,1,2.5,1,10,1368,1970,20.0,740.0,42,20.0,40.0,2369,2
7z3ijibl,0,608c2f0f1df309615f6f5b52,12,1,1.5,1,10,3812,6367,15.0,497.0,42,15.0,30.0,2366,1
7z3ijibl,0,607a981a8b7874690d597c0d,13,2,1.5,0,2,7912,3549,14.0,572.75,42,6.0,12.0,2363,1
7z3ijibl,0,60a1516dc132822469f45c55,14,2,2.5,1,6,1262,3499,14.5,733.5,42,10.5,21.0,2364,1
7z3ijibl,1,6008057b6fbeef0d476b756b,15,2,2.5,1,10,1240,2153,25.0,783.5,42,25.0,50.0,2368,2
7z3ijibl,0,608adf0cc8637f7f395352b1,16,2,1.5,1,5,3123,1454,13.25,549.75,42,8.25,16.5,2367,1
7z3ijibl,1,60199372bd48490e12a0d92e,17,1,2.5,1,10,1590,2362,25.0,813.75,42,25.0,50.0,2368,2
7z3ijibl,1,5dc0a28f27d05205683c8bb3,18,2,2.5,1,6,-1,-1,19.0,578.5,42,15.0,30.0,2366,1
7z3ijibl,1,5f591c6d75be841230aa6ced,19,2,1.5,1,0,2030,1944,10.0,561.5,42,0.0,0.0,2373,2
7z3ijibl,1,60a2d1593f270f92fa69305d,20,2,2.5,1,10,2181,2744,25.0,848.5,42,25.0,50.0,2375,2
7z3ijibl,1,5ea8010daf54da1e951b8861,21,2,2.5,1,10,6252,1773,25.0,767.25,42,25.0,50.0,2370,2
7z3ijibl,1,60256d8ad9b88a0cb709e65a,22,1,2.5,1,6,-1,-1,13.0,624.25,42,9.0,18.0,2365,1
7z3ijibl,1,60acb5d4727b993c9f32ee72,23,1,2.5,1,0,2429,2066,10.0,730.5,42,0.0,0.0,2373,2
7z3ijibl,0,5baf6705848bbd0001d6fc8a,24,1,1.5,0,4,2342,5145,16.5,547.5,42,10.5,21.0,2364,1
7z3ijibl,1,60185125a263080a4243e740,25,1,2.5,1,6,-1,-1,24.0,604.25,42,20.0,40.0,2362,1
7z3ijibl,1,5e4810c074edcc2b4f31ab83,26,1,1.5,1,6,-1,-1,10.0,416.75,42,6.0,12.0,2363,1
7z3ijibl,0,5cd7e678df739100011b1839,27,2,2.5,1,10,3970,5276,25.0,724.75,42,25.0,50.0,2360,1
7z3ijibl,1,600abec042ce9902cb63f0a2,28,1,1.5,1,0,1727,3754,17.5,576.0,42,7.5,15.0,2372,2
7z3ijibl,0,5ec3b9e83f187802a6aa041e,29,2,1.5,1,2,1708,3334,17.0,558.75,42,9.0,18.0,2365,1
7z3ijibl,1,607c788174ef9ae298722d37,30,1,1.5,1,6,-1,-1,12.25,424.0,42,8.25,16.5,2367,1
7z3ijibl,1,5f60713e595007000a8e1da7,31,2,2.5,1,10,1334,2204,14.75,818.75,42,14.75,29.5,2371,2
7z3ijibl,1,5f52237276d614488e847c1b,32,1,2.5,1,10,5809,2909,25.0,777.25,42,25.0,50.0,2370,2
7z3ijibl,1,609c35609e77fba7ec90ec1e,33,1,1.5,1,6,-1,-1,13.0,437.0,42,9.0,18.0,2361,1
7z3ijibl,1,5f563d4bc1684c0241b17264,34,1,1.5,1,3,1565,4830,21.75,565.5,42,14.75,29.5,2371,2
7z3ijibl,0,609101a8a29bc713a6bcdbba,35,1,1.5,1,6,5864,4552,11.5,555.0,42,7.5,15.0,2359,1
